课程号,课程名,级别,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
03835730,美国文化概览(B级),B,全校必修,2.0,马小琦(讲师),1,英语语言文学系,,,"""1~4周 每周周一1~2节 二教4121~4周 每周周二1~2节 二教4121~4周 每周周三1~2节 二教4121~4周 每周周四1~2节 二教412""",25 / 25
