课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21130002,植物知道生命的答案,全校任选,2.0,"邓兴旺(教授),Daniel Chamovitz",1,现代农学院,,,1~1周 每周周一2~7节 二教1091~1周 每周周二2~7节 二教1091~1周 每周周三2~7节 二教1091~1周 每周周四2~7节 二教1091~1周 每周周五2~7节 二教109,"""140 / 12""",
