课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
01832150,媒体与国际关系,任选,2.0,陈开和(教授),1,新闻与传播学院,,,1~2周 每周周二5~7节 二教4101~2周 每周周三5~7节 二教4101~2周 每周周四5~7节 二教4101~2周 每周周五5~7节 二教4101~2周 每周周一5~7节 二教410,"""84 / 13""",
