课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21130016,食物安全：政治经济学和心理学研究,全校任选,2.0,王晓兵(教授),1,现代农学院,,,2~3周 每周周五2~7节 三教2062~3周 每周周六2~7节 三教2062~3周 每周周四2~7节 三教2062~3周 每周周三2~7节 三教2062~3周 每周周二2~7节 三教2062~3周 每周周日2~7节 三教2062~3周 每周周一2~7节 三教206,"""21 / 21""",7月12日-7月19日， 上午9：00-11：00；下午15：00-17：00
