课程号,课程名,级别,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
03835780,批判性思维与学术写作(C+级),C+,全校必修,2.0,张欢瑞(助理研究员),1,英语语言文学系,,,"""1~4周 每周周五5~6节 二教4121~4周 每周周一5~6节 二教4121~4周 每周周二5~6节 二教4121~4周 每周周四5~6节 二教412""",25 / 25
