课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21130011,经济学视角下的资源环境热点问题,全校任选,2.0,侯玲玲(长聘副教授),1,现代农学院,,,1~2周 每周周四2~4节 二教4211~2周 每周周三2~4节 二教4211~2周 每周周二2~4节 二教4211~2周 每周周一2~4节 二教4211~2周 每周周五2~4节 二教4211~2周 每周周日2~4节 二教4211~2周 每周周六2~4节 二教421,"""21 / 1""",6月30日-7月10日，连续11天，早9-12点
