课程号,课程名,级别,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
03835983,世界英语与英语世界(C级),C,全校必修,2.0,徐志长,1,英语语言文学系,,,"""1~2周 每周周三1~4节 三教1081~2周 每周周二1~4节 三教1081~2周 每周周一1~4节 三教1081~2周 每周周四1~4节 三教108""",25 / 25
