课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
02034960,经学通论,全校任选,2.0,顾永新(研究员),1,中国语言文学系,,,1~4周 每周周五5~8节 二教4041~4周 每周周二5~8节 二教404,"""25 / 14""",
