课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
04835720,机器学习理论中的连续时间扩散过程,任选,2.0,王若松(助理教授),1,信息科学技术学院,,,3~4周 每周周一5~8节 二教2113~4周 每周周二5~7节 二教2113~4周 每周周三5~7节 二教2113~4周 每周周四5~7节 二教2113~4周 每周周五5~7节 二教211,"""100/17""",实际授课教师：牟文龙博士，现任多伦多大学统计科学系助理教授，个人主页：https://mouwenlong.github.io
