课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
00333108,控制理论基础,全校任选,3.0,黄迅(教授),1,工学院,,,1~3周 每周周一2~4节 二教4101~3周 每周周二2~4节 二教4101~3周 每周周三2~4节 二教4101~3周 每周周四2~4节 二教4101~3周 每周周五2~4节 二教410,"""10 / 10""",校内开放10人选课 globex项目
