课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21130024,环境和发展经济学：理论和前沿,全校任选,2.0,赖汪洋(预聘副教授),1,现代农学院,,,2~3周 每周周一1~4节 二教5172~3周 每周周二1~4节 二教5172~3周 每周周三1~4节 二教5172~3周 每周周六1~4节 二教5172~3周 每周周五1~4节 二教5172~3周 每周周四1~4节 二教5172~3周 每周周日1~4节 二教517,"""14 / 0""",7月11日至7月18日，每天上午1-4节
