课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
06733100,智能时代的英文学术写作,全校任选,2.0,范逸洲(助理教授),1,教育学院,,,1~1周 每周周四2~8节 二教1021~1周 每周周三2~8节 二教1021~1周 每周周二2~8节 二教1021~1周 每周周一2~8节 二教1021~1周 每周周五2~8节 二教102,"""140 / 17""",
