课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21100013,水资源稀缺经济和政策分析,全校任选,2.0,王金霞(教授),1,现代农学院,,,4~5周 每周周一6~9节 三教2044~5周 每周周二6~9节 三教2044~5周 每周周三6~9节 三教2044~5周 每周周四6~9节 三教2044~5周 每周周五6~9节 三教2044~5周 每周周六6~9节 二教3064~5周 每周周日6~9节 二教306,"""28 / 0""",7月21日-7月28日，每天下午2点-6点
