课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21100048,经济学英文论文写作：从选题到发表,全校任选,2.0,黄开兴(助理教授),1,现代农学院,,,3~4周 每周周二6~9节 二教3013~4周 每周周一6~9节 二教3013~4周 每周周三6~9节 二教3013~4周 每周周四6~9节 二教301,"""105 / 2""",7月14-7月17日；7月21日-7月24日； 每天6-9节
