课程号,课程名,课程类别,学分,教师,班号,开课单位,专业,年级,上课时间及教室,限数/已选,备注
21130001,植物发育及分子生物学,全校任选,2.0,"邓兴旺(教授),林辰涛,陈雪梅(教授),杨贞标等",1,现代农学院,,,1~1周 每周周四2~8节 理教2071~1周 每周周三2~8节 理教2071~1周 每周周二2~8节 理教2071~1周 每周周一2~8节 理教2071~1周 每周周五2~8节 理教207,"""210 / 0""",
